contig_id	accepted	reason	selected	rescue	score	max_short_breadth	timepoints_supported	length	source_ids	sequence_sha256
LANTERN_CBD96DCD76C734BB2	false	baseline_cluster_present	true	false	0.565629468691811	1.0	2	90528	megahit_pair,megahit_s0,megahit_s1	bd96dcd76c734bb27ae638adda493e3fa5fa54d5af37e67e231372483cf2f95f
LANTERN_C9286E7A3966DA192	false	baseline_cluster_present	true	false	0.5652062763042409	1.0	2	86926	megahit_pair,megahit_s0,megahit_s1	9286e7a3966da1923a0645783f428fa850bf1c014bb24350a283ed092d465894
LANTERN_C8F15536DE5A849E8	false	baseline_cluster_present	true	false	0.565054405183198	0.999478	2	86185	megahit_pair,megahit_s0,megahit_s1	8f15536de5a849e80b4c57fa12b42b02956e120a43292134411373a39e9d2bb3
LANTERN_CD078FE41EE722FBF	false	baseline_cluster_present	true	false	0.5646814190370892	0.999675	2	82967	megahit_pair,megahit_s0,megahit_s1	d078fe41ee722fbffaef1ab873848fb75edf898646057efc3076f64fb3325042
LANTERN_C88E19C11153DB737	false	baseline_cluster_present	true	false	0.5645565760876858	1.0	2	81673	megahit_pair,megahit_s0,megahit_s1	88e19c11153db73712389fde806b7215108f45e7ea72fc1244dc4b6b3a30d64b
LANTERN_CBC8E1F93460FDB38	false	baseline_cluster_present	true	false	0.5639164917485182	0.999022	2	77678	megahit_pair,megahit_s0,megahit_s1	bc8e1f93460fdb3832f036cae54f49a1e7f9e8c607d207f5fbff9604cf3daa28
LANTERN_C0CBB0B3B03A59094	false	baseline_cluster_present	true	false	0.5639171200282462	0.99956	2	77203	megahit_pair,megahit_s0,megahit_s1	0cbb0b3b03a59094eabfef9644e310a66da6bc8078d55aa5fb8f49834a4a117a
LANTERN_C5040697ED3295A67	false	baseline_cluster_present	true	false	0.5638034386874382	0.999842	2	76118	megahit_pair,megahit_s0,megahit_s1	5040697ed3295a6715beca8bb78555bf823dee13d3d22fb098026f2eb4fb70f4
LANTERN_CA4F3D654BBB719E3	false	baseline_cluster_present	true	false	0.5629726696194598	0.9999859999999999	2	70170	megahit_pair,megahit_s0,megahit_s1	a4f3d654bbb719e3fc04a95dc48a96be7a535deece36bfd5c311f65e529e6c9c
LANTERN_CE169BAC84BF14F02	false	baseline_cluster_present	true	false	0.5629594259152417	0.999971	2	70093	megahit_pair,megahit_s0,megahit_s1	e169bac84bf14f02a859f91df7f013f44e30beb4117c8b4fe274c23fb90849ef
LANTERN_C6441956715BAFBF9	false	baseline_cluster_present	true	false	0.5625660871269832	0.998657	2	68526	megahit_pair,megahit_s0,megahit_s1	6441956715bafbf942643dcc53df3697aa48131107fd48c825125b9ebf359eae
LANTERN_C7B72806AB3E2BDDC	false	baseline_cluster_present	true	false	0.5626812474405188	0.999868	2	68328	megahit_pair,megahit_s0,megahit_s1	7b72806ab3e2bddc0f402f2f38563c37608112acca7d24c91d075eab2a270a8a
LANTERN_C6BA67EAE62776777	false	baseline_cluster_present	true	false	0.5620001002473477	0.996759	2	66338	megahit_pair,megahit_s0,megahit_s1	6ba67eae627767775886722464056aa1dee5802284f5fa9b58c4b6a6fa8ec1c6
LANTERN_C3E4A84AA23453567	false	baseline_cluster_present	true	false	0.5619066754291006	1.0	2	63338	megahit_pair,megahit_s0,megahit_s1	3e4a84aa23453567179f5da28b47c03c0b964a3892b158fd352bcb591c7986a9
LANTERN_C53626A430297C13C	false	baseline_cluster_present	true	false	0.5614818662990686	0.998816	2	61643	megahit_pair,megahit_s0,megahit_s1	53626a430297c13c1cc3306d5593a1c7b37cfa7400386c4f0109558d5659323d
LANTERN_C26C48DC504CDE982	false	baseline_cluster_present	true	false	0.561048868168921	1.0	2	58334	megahit_pair,megahit_s0,megahit_s1	26c48dc504cde982baed92fe8c4ed75fe609bc7f511b3b8158926453daa8fc4c
LANTERN_CE1A086C80860E2D6	false	baseline_cluster_present	true	false	0.5609356901030502	1.0	2	57704	megahit_pair,megahit_s0,megahit_s1	e1a086c80860e2d655e30517079384a1261177ecf7f972b9ce9f1ed740530ce0
LANTERN_C3F6C94809208D78C	false	baseline_cluster_present	true	false	0.5607573454743743	0.999335	2	57161	megahit_pair,megahit_s0,megahit_s1	3f6c94809208d78ceac9da678fe9e77aadde2d726855bc2e834f41b16946a2da
LANTERN_CB5533830F9242447	false	baseline_cluster_present	true	false	0.5603094391762671	1.0	2	54339	megahit_pair,megahit_s0,megahit_s1	b5533830f92424472e086bed7b21587aaa215c5a482d0a68830124fdefebfabf
LANTERN_C450857890501CAF7	false	baseline_cluster_present	true	false	0.5594932119622187	1.0	2	50246	megahit_pair,megahit_s0,megahit_s1	450857890501caf7b0702a94b8a8f431e17e5138f2ee30e168f8472edac1bb85
LANTERN_C9F7EE29A9BC468E0	false	baseline_cluster_present	true	false	0.5594537243348859	1.0	2	50056	megahit_pair,megahit_s0,megahit_s1	9f7ee29a9bc468e05a5a5fa039068098df8ebb6173221048c1b493672447531a
LANTERN_C85D53F36423C3C13	false	baseline_cluster_present	true	false	0.5582710730057475	0.998504	2	45463	megahit_pair,megahit_s0,megahit_s1	85d53f36423c3c13608481b9735538665380b1d9e102e2effe8506c81c786891
LANTERN_C3FFCC52E1D366909	false	baseline_cluster_present	true	false	0.5574025775534418	1.0	2	41114	megahit_pair,megahit_s0,megahit_s1	3ffcc52e1d3669094736c17f24e3a715e1519e77b2909f71fae95fa809957f5c
LANTERN_C0431D6DDB18F2532	false	baseline_cluster_present	true	false	0.5550093417105344	1.0	2	32679	megahit_pair,megahit_s0,megahit_s1	0431d6ddb18f2532d85a55fc6bf02a04d15f01f6c5658229cc8b4f48e6eda112
LANTERN_C8B4436598C8A38B5	false	baseline_cluster_present	true	false	0.5550045564666617	1.0	2	32664	megahit_pair,megahit_s0,megahit_s1	8b4436598c8a38b5d6dbf675ffb5576e03a192bd5cb955b44416f84daac174f1
LANTERN_C9CAF08C0FFAE39EC	false	baseline_cluster_present	true	false	0.5532748141974475	0.999928	2	27692	megahit_pair,megahit_s0,megahit_s1	9caf08c0ffae39ecaf2592f144eb446ff7b1e47b7ed59eaaa7ea89a59fd23a44
LANTERN_C8EFEDC8BBC9EFD44	false	baseline_cluster_present	true	false	0.5531676412446979	1.0	2	27386	megahit_pair,megahit_s0,megahit_s1	8efedc8bbc9efd44611975a449c3ae4fe2fee46f55c6db8a824b2366f6aa696e
LANTERN_CAFE5DBED5167FE4F	false	baseline_cluster_present	true	false	0.5525698129753593	0.998592	2	26282	megahit_pair,megahit_s0,megahit_s1	afe5dbed5167fe4ff1402a9ab347947061b2bf93834d4e3b47ad785ddf0503f1
LANTERN_C85D5D8E702A3850D	false	baseline_cluster_present	true	false	0.5520375714787741	1.0	2	24572	megahit_pair,megahit_s0,megahit_s1	85d5d8e702a3850d2e1b1e6c13e403e7fe3aa1bc137af77a3fbe1585842ee542
LANTERN_CE12B680646ECF669	false	baseline_cluster_present	true	false	0.5514831177293337	1.0	2	23299	megahit_pair,megahit_s0,megahit_s1	e12b680646ecf6692bc22d36f16ec646618ba9f08c272a2546b213d36b1d1ac8
LANTERN_CDEC1243E5DE1F3AA	false	baseline_cluster_present	true	false	0.5505708770136573	0.99889	2	21621	megahit_pair,megahit_s0,megahit_s1	dec1243e5de1f3aaf2b25830935b662902f525c463e26620d4a1e396894827f3
LANTERN_CB529EA5CBECF7608	false	baseline_cluster_present	true	false	0.5404723499167832	0.9149809999999999	2	21560	megahit_pair,megahit_s0,megahit_s1	b529ea5cbecf7608f4b7669f100cc22dc4e42f881677a284de50542250709060
LANTERN_CDB44F117F2414AC3	false	baseline_cluster_present	true	false	0.5453420354497639	0.9574389999999999	2	21099	megahit_pair,megahit_s0,megahit_s1	db44f117f2414ac302983459cec21b453f850888af9a0c2fd62061573eb8f1d6
LANTERN_C6C8428CFA1BAD04B	false	baseline_cluster_present	true	false	0.5499629690215855	1.0	2	20137	megahit_pair,megahit_s0,megahit_s1	6c8428cfa1bad04b6faac109d955a31530d031ae38a9cc9bd91491e87b338403
LANTERN_CF38BF0CCDC741880	false	baseline_cluster_present	true	false	0.549250800350471	1.0	2	18807	megahit_pair,megahit_s0,megahit_s1	f38bf0ccdc7418806a4420d979379b9d1bbc32fafd61e6244ce6455f46ca4da8
LANTERN_CC56203A581E0622B	false	baseline_cluster_present	true	false	0.5483867277533957	0.9931650000000001	2	18728	megahit_pair,megahit_s0,megahit_s1	c56203a581e0622b6eba156559b582d0a0c5c101383f77a30dbfdc37a487f318
LANTERN_CA37A15E67293C495	false	baseline_cluster_present	true	false	0.5448186255696132	0.9647580000000001	2	18444	megahit_pair,megahit_s0,megahit_s1	a37a15e67293c495e73870aa4cd9a63aafb599893e3e7b1b634aeea3bb30ae04
LANTERN_CF7A13B412F7CCED2	false	baseline_cluster_present	true	false	0.5486550593774282	0.9996639999999999	2	17831	megahit_pair,megahit_s0,megahit_s1	f7a13b412f7cced273370e69136a2ac7bd8f5fc504760373da90e1f5044bf111
LANTERN_C7D6A343634D43CE8	false	baseline_cluster_present	true	false	0.5442262266992313	0.962957	2	17790	megahit_pair,megahit_s1	7d6a343634d43ce8f7dca0b261487bdb2fab29cf1e174124dd2d5b9ec2af9153
LANTERN_C72A32380129931B1	false	baseline_cluster_present	true	false	0.5451796107673388	0.9751489999999999	2	16941	megahit_pair,megahit_s0,megahit_s1	72a32380129931b1d997ecdf2d2525b8aaee04c78d222f9a871083057228cbde
LANTERN_C01F85F21F3E75BEA	false	baseline_cluster_present	true	false	0.5479485773536333	0.99988	2	16621	megahit_pair,megahit_s0,megahit_s1	01f85f21f3e75bead996fd47f03ac72e62014b4b3ce1a3d2d7cb11005f226045
LANTERN_CC614A4C51E0C2DD5	false	baseline_cluster_present	true	false	0.544691271736589	0.973481	2	16479	megahit_pair,megahit_s0,megahit_s1	c614a4c51e0c2dd5bacc5fdebebddd67aaae25c94c1faf756dff5e3dd8a7ea28
LANTERN_C70FE22A18FA38540	false	baseline_cluster_present	true	false	0.5472673794095974	0.9965980000000001	2	16169	megahit_pair,megahit_s0,megahit_s1	70fe22a18fa385408a398c1eaff249167911fe60cf5bfe9bbc8bece4b419b2dd
LANTERN_C7BCC2D6B02DAEF0D	false	baseline_cluster_present	true	false	0.5417466107626147	0.952883	2	15748	megahit_pair,megahit_s0,megahit_s1	7bcc2d6b02daef0d114b36e0425f4de816121f9f0f6e000b5b81572ce9f05575
LANTERN_CC0615D305FDCE8F8	false	baseline_cluster_present	true	false	0.5472721297097188	1.0	2	15555	megahit_pair,megahit_s0,megahit_s1	c0615d305fdce8f890fe48253af9644bad694b06168be614e921f33f0bd405b6
LANTERN_CB1C3957F7DBDD104	false	baseline_cluster_present	true	false	0.541472789787827	0.953	2	15319	megahit_pair,megahit_s0,megahit_s1	b1c3957f7dbdd104ebb6afc29ac9e8d6ecb6e6f97276a5a85ec961c9ba9b6c12
LANTERN_CE58CEB01172780C6	false	baseline_cluster_present	true	false	0.5409150898348021	0.948483	2	15296	megahit_pair,megahit_s0,megahit_s1	e58ceb01172780c6831504bdb55906d2888923095ee378448d7cdb40f6e3cd4f
LANTERN_C4B8D85041376D60C	false	baseline_cluster_present	true	false	0.5423634069010261	0.961523	2	15126	megahit_pair,megahit_s0,megahit_s1	4b8d85041376d60cf03d6a3e27a4cb34bf80ae6b284c329557aaef7f9ef1dc5e
LANTERN_C06904A028CF4F14A	false	baseline_cluster_present	true	false	0.5436557570985585	0.9731059999999999	2	14985	megahit_pair,megahit_s0,megahit_s1	06904a028cf4f14a19720f400ba7cb95e6b11d651dd7fbdad456b10c1e0b5260
LANTERN_C8FEC3073AE0BD3DE	false	baseline_cluster_present	true	false	0.545310291244555	0.9870329999999999	2	14961	megahit_pair,megahit_s0,megahit_s1	8fec3073ae0bd3de965e74a9b6a4891f334598f0c90c355ae900ba365b6e4426
LANTERN_C5B0499802C28DCBA	false	baseline_cluster_present	true	false	0.5439155617100785	0.975509	2	14944	megahit_pair,megahit_s0,megahit_s1	5b0499802c28dcba48bc3ee48ccb5745d272c013696db5f50d9e1827cb11940e
LANTERN_CDDC0E1912EA75AE3	false	baseline_cluster_present	true	false	0.5442309112448478	0.978498	2	14882	megahit_pair,megahit_s0,megahit_s1	ddc0e1912ea75ae319b7472cf8a902639c252bb597087283a38a3529e09c500e
LANTERN_C3B27D60F23B3DFDE	false	baseline_cluster_present	true	false	0.5400539966183125	0.944182	2	14798	megahit_pair,megahit_s0,megahit_s1	3b27d60f23b3dfdef540aa07e05071b2db2326e639f52a63981e936b55e361d9
LANTERN_C4F8558793F7D769C	false	baseline_cluster_present	true	false	0.5440589084567878	0.978157	2	14696	megahit_pair,megahit_s1	4f8558793f7d769cff25190311971eb9ea833b153dea2d51a699654a58e4750d
LANTERN_CFD2BAD7FBEBFEC1C	false	baseline_cluster_present	true	false	0.5446642805900024	0.984057	2	14552	megahit_pair,megahit_s0,megahit_s1	fd2bad7fbebfec1c11270a87f218c2ed36ae044840b138e968fbb70f70cb1066
LANTERN_C0957CF87EC201183	false	baseline_cluster_present	true	false	0.5389952535349124	0.937878	2	14375	megahit_pair,megahit_s0,megahit_s1	0957cf87ec2011832ea8e31edb4e5df955ae379ad277c9815df081687145beea
LANTERN_C45E8D03A058A5DD3	false	baseline_cluster_present	true	false	0.5428790366270534	0.970594	2	14317	megahit_pair,megahit_s0,megahit_s1	45e8d03a058a5dd3b671e9b0b2dd9940601e45aec54e9974331f350f19b0792a
LANTERN_C3EAEE1C0FF97BB7D	false	baseline_cluster_present	true	false	0.5411329225284213	0.958286	2	13952	megahit_pair,megahit_s0,megahit_s1	3eaee1c0ff97bb7d922eeb8c00ccf8d2f37d840a7807e31891a02206fb136157
LANTERN_C8CD0E4CB0E3BB201	false	baseline_cluster_present	true	false	0.5439712973476442	0.982176	2	13914	megahit_pair,megahit_s0,megahit_s1	8cd0e4cb0e3bb2019f496fad4caafd96567249fea0f08c99af3cd9993367c43d
LANTERN_C36904CA7B954CD26	false	baseline_cluster_present	true	false	0.5429429518646952	0.97451	2	13770	megahit_pair,megahit_s0,megahit_s1	36904ca7b954cd26f794fce2a788f83bcf8e663f00ad47f4d251ad2301fccfa2
LANTERN_C825AA59C58E46179	false	baseline_cluster_present	true	false	0.5433173158998099	0.980242	2	13362	megahit_pair,megahit_s0,megahit_s1	825aa59c58e461794b8bd95ec9747f3eb0b88fb1c7311e0a3b7de4f6563f6959
LANTERN_C076FD20DBC0D283F	false	baseline_cluster_present	true	false	0.5439026892712856	0.986734	2	13116	megahit_pair,megahit_s1	076fd20dbc0d283fbbe01576a272cea61e969db907dca9394d73bee0898358e4
LANTERN_C12F434829E8B6D0F	false	baseline_cluster_present	true	false	0.542666737691889	0.977226	2	12997	megahit_pair,megahit_s0,megahit_s1	12f434829e8b6d0f156b13dddf3adb55f28eac3c467c996fa9c2c85476e47b0f
LANTERN_C2A02EAB14BE8A3DA	false	baseline_cluster_present	true	false	0.5385347891522102	0.943565	2	12882	megahit_pair,megahit_s0,megahit_s1	2a02eab14be8a3da59f8c3320b272ed8001364c82604826cc89d3220f62cb2a8
LANTERN_CB89B8C172AC8AB4D	false	baseline_cluster_present	true	false	0.5407179851298909	0.9619	2	12861	megahit_pair,megahit_s0,megahit_s1	b89b8c172ac8ab4dddf7d1efd04945836e5f1af18f99fc91259e1e9a2bf4cafb
LANTERN_C84C1E9D49472ED8B	false	baseline_cluster_present	true	false	0.5401497226032806	0.9577880000000001	2	12769	megahit_pair,megahit_s0,megahit_s1	84c1e9d49472ed8b43f0ea345d4533853514c16a539e1eff133f6f2f4fe85c85
LANTERN_C534C173416EC60E6	false	baseline_cluster_present	true	false	0.5429740093325915	0.981419	2	12755	megahit_pair,megahit_s0,megahit_s1	534c173416ec60e60bf422daa6cfbb3e38f805c68f2368136044e3d39668b991
LANTERN_C1089940801A3D2A0	false	baseline_cluster_present	true	false	0.5416879855176282	0.9707429999999999	2	12749	megahit_pair,megahit_s0,megahit_s1	1089940801a3d2a03b7a1939f14359815621537de9abfae0f7fe1197d2dfbc2a
LANTERN_C03F9DAE121DA5B64	false	baseline_cluster_present	true	false	0.5430596200561261	0.9825830000000001	2	12689	megahit_pair,megahit_s1	03f9dae121da5b64ae6af34e085c81738e7c5d5487f39eed90dbb786a34b3185
LANTERN_CE0BE4836D91D2AF7	false	baseline_cluster_present	true	false	0.5446963965912935	0.9969790000000001	2	12579	megahit_pair,megahit_s0,megahit_s1	e0be4836d91d2af77ffeeb450f79efc24e2dbbc83fdbe1121ffafb59576f368e
LANTERN_C6AE06EE3DD0F42FC	false	baseline_cluster_present	true	false	0.5359394093420776	0.924087	2	12567	megahit_pair,megahit_s0,megahit_s1	6ae06ee3dd0f42fc790295b577a16cb9724690a8723f5a78b774d0bf8106f7b6
LANTERN_C7775ED1B7D1BDD0D	false	baseline_cluster_present	true	false	0.5406921743072007	0.9644429999999999	2	12459	megahit_pair,megahit_s0,megahit_s1	7775ed1b7d1bdd0db94e6caa22a853721102bb13c545316b1887dbc1cab46e6b
LANTERN_C8406A22F3D2BC800	false	baseline_cluster_present	true	false	0.5393296085059972	0.953165	2	12448	megahit_pair,megahit_s0,megahit_s1	8406a22f3d2bc800e80db787cafd48de13066021350b6ab37e32e44810810b6b
LANTERN_CD8A4C9098AADE341	false	baseline_cluster_present	true	false	0.5348283275741427	0.9170539999999999	2	12249	megahit_pair,megahit_s0,megahit_s1	d8a4c9098aade341f379a5f26dc17099648befde84fe247fdde220103a3c3982
LANTERN_C93FC40A841412631	false	baseline_cluster_present	true	false	0.5399302317325974	0.9599179999999999	2	12200	megahit_pair,megahit_s0,megahit_s1	93fc40a84141263122e75fba6525e81a697c8f3be56450403b206c1f97e2b312
LANTERN_C0834C15F91E5E232	false	baseline_cluster_present	true	false	0.5424579088169157	0.981934	2	12067	megahit_pair,megahit_s0,megahit_s1	0834c15f91e5e2321a520a2c36dc203e5513aba197f2ad83ae2951a2aab15152
LANTERN_C9DB7C16A1DB05DC5	false	baseline_cluster_present	true	false	0.5397071168358061	0.959328	2	12023	megahit_pair,megahit_s0,megahit_s1	9db7c16a1db05dc559161390fedef13016d71382567cd6d0b4ba0efa44512e1b
LANTERN_CB1EA23B4A7349D08	false	baseline_cluster_present	true	false	0.5414400195560108	0.9744360000000001	2	11931	megahit_pair,megahit_s0,megahit_s1	b1ea23b4a7349d080b6a099f675f26202ca24c8d32aae6147b62e684c4f22055
LANTERN_CE8E025A3A59C0DFE	false	baseline_cluster_present	true	false	0.5394930729555966	0.958642	2	11872	megahit_pair,megahit_s0,megahit_s1	e8e025a3a59c0dfecdf92f6dd01ea4e9e076692710ea5acf1747f79c543ce3d6
LANTERN_CD964B9C497D2D8DE	false	baseline_cluster_present	true	false	0.5443066053729316	1.0	2	11703	megahit_pair,megahit_s0,megahit_s1	d964b9c497d2d8dea4437f0fdc5bf23250250ff7f7a9916b9df6abcf4d817079
LANTERN_CBE345478FB72155E	false	baseline_cluster_present	true	false	0.5442360129969208	1.0	2	11624	megahit_pair,megahit_s0,megahit_s1	be345478fb72155ed6f3db3d547a01fd25b191edfff43822b8f59b020e9c650e
LANTERN_C7C6D097292FDBB4E	false	baseline_cluster_present	true	false	0.5384032929969208	0.951394	2	11624	megahit_pair,megahit_s1	7c6d097292fdbb4e24906a98319dc780386f4325392166bd30291220da2be4fa
LANTERN_C8D7C99232F64A84D	false	baseline_cluster_present	true	false	0.5413157041602253	0.976061	2	11571	megahit_pair,megahit_s0,megahit_s1	8d7c99232f64a84d3ecbd5c178f47be162b8854f28a7266255724f99279f4b90
LANTERN_C76B9FA06E6876EBC	false	baseline_cluster_present	true	false	0.5376030772568401	0.945175	2	11564	megahit_pair,megahit_s0,megahit_s1	76b9fa06e6876ebca7233f01ca9f7d58377d522ecd90abcae82dc10d0a67450f
LANTERN_C831145B838447329	false	baseline_cluster_present	true	false	0.5424388349859962	0.986144	2	11475	megahit_pair,megahit_s0,megahit_s1	831145b838447329dd8798925987e99d1972617cb9738c4e54ca0a78435f5d05
LANTERN_C48D71A1509473BC6	false	baseline_cluster_present	true	false	0.5409273844854755	0.9754229999999999	2	11230	megahit_pair,megahit_s0,megahit_s1	48d71a1509473bc68618990740177113fee73551397f84c3bc34b2a9e83623fa
LANTERN_CE7447CC9B14A7F17	false	baseline_cluster_present	true	false	0.5362213649145547	0.93633	2	11214	megahit_pair,megahit_s0,megahit_s1	e7447cc9b14a7f176368b76001ac7cd9b40220238faa4e0dc06e6eeb25be04a0
LANTERN_CAEEC6B5D013675D0	false	baseline_cluster_present	true	false	0.5391263095810737	0.960755	2	11186	megahit_pair,megahit_s0,megahit_s1	aeec6b5d013675d09d14c801e25cf7dafa58cd029620a2dc74132bf4511913f9
LANTERN_CA75F08E9D92E739E	false	baseline_cluster_present	true	false	0.5395141088123916	0.9644849999999999	2	11122	megahit_pair,megahit_s0,megahit_s1	a75f08e9d92e739e312472310cf660cb34a76d0c6ad9bdfb7d7808a7ed971bad
LANTERN_C8BFE881276CC7C7F	false	baseline_cluster_present	true	false	0.5400673706182095	0.970014	2	11005	megahit_pair,megahit_s1	8bfe881276cc7c7f40190a70de33e8190a39f4b1bc231b912bc39261d1f7a4d2
LANTERN_CC34980FF55A705A2	false	baseline_cluster_present	true	false	0.5392996385762235	0.964417	2	10904	megahit_pair,megahit_s0,megahit_s1	c34980ff55a705a215ff01d2ae74a2a310963aacaf7e83e61510fb32d09e56c8
LANTERN_C4682FA3F848DEE43	false	baseline_cluster_present	true	false	0.5418049691750949	0.985558	2	10871	megahit_pair,megahit_s0,megahit_s1	4682fa3f848dee438ec9c8d4cd3c13ab9b07186eea031b10ee902afe0e7b7c12
LANTERN_C9D8F962C7E4BE022	false	baseline_cluster_present	true	false	0.539598178570682	0.967296	2	10855	megahit_pair,megahit_s0,megahit_s1	9d8f962c7e4be0228bd965171bf340461887710b283037cbb1822c797aa9d958
LANTERN_C17DC4061F0BBB156	false	baseline_cluster_present	true	false	0.5421939348831127	0.989602	2	10771	megahit_pair,megahit_s0,megahit_s1	17dc4061f0bbb156e4209ec140b05133aa62cd506a10e17ab179da9dbcc1671a
LANTERN_C820DDD293DB5A187	false	baseline_cluster_present	true	false	0.5398512474066273	0.970654	2	10700	megahit_pair,megahit_s0,megahit_s1	820ddd293db5a187c4d5bd974d0f315ba3ad9aa2ce09c5f801aa175f68ee1cc1
LANTERN_CCD2CA6E7E11A393B	false	baseline_cluster_present	true	false	0.5399314577978536	0.971664	2	10658	megahit_pair,megahit_s1	cd2ca6e7e11a393b1aa25d150b29cd17f7d0fd6b3e836766c73dc88cb25dcc26
LANTERN_CCE6DA83CFB54179A	false	baseline_cluster_present	true	false	0.5382127340922194	0.957889	2	10591	megahit_pair,megahit_s0,megahit_s1	ce6da83cfb54179ac397962ff7fa4d32570696d4fa0221eb36c0d577d92e6abc
LANTERN_C3B394B40C742DF49	false	baseline_cluster_present	true	false	0.5403352818291035	0.9759220000000001	2	10549	megahit_pair,megahit_s1	3b394b40c742df490e160f0af16afbbfebb1ee0dfc6a96060e12ba336cee65a4
LANTERN_C3756A871A2261146	false	baseline_cluster_present	true	false	0.5313814678003158	0.901579	2	10516	megahit_pair,megahit_s0,megahit_s1	3756a871a2261146a8fae8dedfb1a95f965117d442354fb884437f3975703c0e
LANTERN_C4DB27036D6060A2F	false	baseline_cluster_present	true	false	0.538374501613843	0.960061	2	10491	megahit_pair,megahit_s0,megahit_s1	4db27036d6060a2f3c3a0a4abf65bca83787bdc99547c58e3acca695c406ea85
LANTERN_C14C8689435C8CC7C	false	baseline_cluster_present	true	false	0.5398304295146152	0.972318	2	10476	megahit_pair,megahit_s0,megahit_s1	14c8689435c8cc7c44be34260bc0da421a1b7063edd59424e09b285029ee6a2d
LANTERN_C41CC862D53DDF84F	false	baseline_cluster_present	true	false	0.5416345740701023	0.987394	2	10471	megahit_pair,megahit_s0,megahit_s1	41cc862d53ddf84f8b3a78a684c6cf0fda2506eeb2955581965bc93c3814619c
LANTERN_CB7DC517F1FAE7640	false	baseline_cluster_present	true	false	0.5329890086139331	0.9157550000000001	2	10422	megahit_pair,megahit_s0,megahit_s1	b7dc517f1fae7640cd12bd2aca010c6ddb1d4f592cd722383a2be2c4be9fa4a8
LANTERN_C3452EDFA966389B3	false	baseline_cluster_present	true	false	0.5412730777258615	0.984914	2	10407	megahit_pair,megahit_s0,megahit_s1	3452edfa966389b32656f82cf642939f1a9e06189fe2b6d4e07d1d21b9f2be13
